trade_date,side,price,quantity,gross_amount,fee,slippage_cost,realized_pnl,cash,position,equity,note
2025-07-22,BUY,0.6061211999999999,28700,17395.678439999996,5.218703531999998,3.478439999998062,0.0,7395.4042623900095,69800,49694.204262390005,"buy_count=2, target_position=85%, close=0.6060, execution_base=0.6060(daily_close_fallback), position>=50%, close above latest buy price and MA5>MA10>MA20>MA60"
2025-07-23,BUY,0.6071213999999999,12100,7346.168939999999,5.0,1.4689399999992525,0.0,44.23532239001088,81900,49757.53532239001,"buy_count=3, target_position=100%, close=0.6070, execution_base=0.6070(daily_close_fallback), position>=85%, close above latest buy price and MA5>MA10>MA20>MA60"
2025-07-30,SELL,0.629874,40900,25761.8466,7.728553979999999,5.153399999998342,989.9522008974606,25798.35336841001,41000,51628.35336841001,"sell_count=1, sell_half, close=0.6300, execution_base=0.6300(daily_close_fallback), max_profit=5.70%, current_profit=4.05%"
2025-07-31,SELL,0.6218756,20500,12748.4498,5.0,2.550200000000502,331.0928360632734,38541.80316841001,20500,51292.80316841001,"sell_count=2, sell_half, close=0.6220, execution_base=0.6220(daily_close_fallback), max_profit=4.05%, current_profit=2.73%"
2025-08-01,SELL,0.6168766,20500,12645.970299999999,5.0,2.5296999999999126,228.6133360632739,51182.773468410014,0,51182.773468410014,"sell_count=3, clear_position, close=0.6170, execution_base=0.6170(daily_close_fallback), max_profit=2.73%, current_profit=1.90%"
2025-08-13,BUY,0.6631326000000001,38600,25596.918360000003,7.679075508,5.118360000001476,0.0,25578.17603290201,38600,51169.976032902014,"buy_count=1, target_position=50%, close=0.6630, execution_base=0.6630(daily_close_fallback), empty position, previous 2 days rising plus today rising and MA5>MA10>MA20"
2025-08-14,BUY,0.6641328,27000,17931.5856,5.379475679999999,3.5855999999981902,0.0,7641.210957222011,65600,51199.610957222016,"buy_count=2, target_position=85%, close=0.6640, execution_base=0.6640(daily_close_fallback), position>=50%, close above latest buy price and MA5>MA10>MA20>MA60"
2025-08-15,BUY,0.6741348,11300,7617.72324,5.0,1.5232399999998925,0.0,18.48771722201036,76900,51849.08771722201,"buy_count=3, target_position=100%, close=0.6740, execution_base=0.6740(daily_close_fallback), position>=85%, close above latest buy price and MA5>MA10>MA20>MA60"
2025-09-04,SELL,0.7828434000000001,38400,30061.186560000002,9.018355968,6.013439999998127,4503.292094206007,30070.655921254012,38500,60216.155921254016,"sell_count=1, sell_half, close=0.7830, execution_base=0.7830(daily_close_fallback), max_profit=28.96%, current_profit=17.69%"
2025-09-05,BUY,0.8391677999999999,24700,20727.444659999997,6.218233397999999,4.144659999998524,0.0,9336.993027856013,63200,62361.79302785601,"buy_count=4, target_position=85%, close=0.8390, execution_base=0.8390(daily_close_fallback), position>=50%, close above latest buy price and MA5>MA10>MA20>MA60"
2025-09-11,BUY,0.875175,10600,9276.855,5.0,1.8550000000003841,0.0,55.13802785601365,73800,64630.13802785601,"buy_count=5, target_position=100%, close=0.8750, execution_base=0.8750(daily_close_fallback), position>=85%, close above latest buy price and MA5>MA10>MA20>MA60"
2025-10-10,SELL,0.8998200000000001,36900,33203.358,9.9610074,6.641999999998449,5377.933225220006,33248.53502045601,36900,66458.53502045601,"sell_count=1, sell_half, close=0.9000, execution_base=0.9000(daily_close_fallback), max_profit=26.56%, current_profit=19.39%"
2025-10-14,SELL,0.854829,18400,15728.853599999999,5.0,3.146400000000593,1853.812046618104,48972.38862045601,18500,64789.88862045601,"sell_count=2, sell_half, close=0.8550, execution_base=0.8550(daily_close_fallback), max_profit=19.39%, current_profit=13.42%"
2025-10-17,SELL,0.84983,18500,15721.855,5.0,3.1450000000000644,1771.4327860018984,64689.24362045601,0,64689.24362045601,"sell_count=3, clear_position, close=0.8500, execution_base=0.8500(daily_close_fallback), max_profit=16.74%, current_profit=12.76%"
2025-12-08,BUY,0.935187,34600,32357.4702,9.70724106,6.470199999997828,0.0,32322.066179396006,34600,64673.06617939601,"buy_count=1, target_position=50%, close=0.9350, execution_base=0.9350(daily_close_fallback), empty position, previous 2 days rising plus today rising and MA5>MA10>MA20"
2025-12-11,SELL,0.9268146,17300,16033.892580000002,5.0,3.2074200000000386,-154.696140529999,48350.95875939601,17300,64388.05875939601,"sell_count=1, sell_half, close=0.9270, execution_base=0.9270(daily_close_fallback), max_profit=1.34%, current_profit=-0.91%"
2025-12-16,SELL,0.8948210000000001,17300,15480.403300000002,5.0,3.0966999999987754,-708.1854205299983,63826.36205939601,0,63826.36205939601,"stop_loss=3%, clear_position, close=0.8950, execution_base=0.8950(daily_close_fallback), max_profit=-0.05%, current_profit=-4.33%"
2025-12-23,BUY,0.9411881999999999,34000,32000.3988,9.600119639999999,6.398799999999039,0.0,31816.36313975601,34000,63810.36313975601,"buy_count=1, target_position=50%, close=0.9410, execution_base=0.9410(daily_close_fallback), empty position, previous 2 days rising plus today rising and MA5>MA10>MA20"
2025-12-24,BUY,0.9481896,23500,22282.455599999998,6.6847366799999985,4.455600000000281,0.0,9527.222803076012,57500,64037.222803076016,"buy_count=2, target_position=85%, close=0.9480, execution_base=0.9480(daily_close_fallback), position>=50%, close above latest buy price and MA5>MA10>MA20>MA60"
2025-12-26,SELL,0.9428114,28700,27058.68718,8.117606153999999,5.412819999999519,-51.78341148241356,36577.792376922014,28800,63736.192376922016,"sell_count=1, sell_half, close=0.9430, execution_base=0.9430(daily_close_fallback), max_profit=0.07%, current_profit=-0.14%"
2025-12-31,SELL,0.9328134000000001,14400,13432.512960000002,5.0,2.6870399999989303,-170.88017549578709,50005.305336922014,14400,63440.50533692201,"sell_count=2, sell_half, close=0.9330, execution_base=0.9330(daily_close_fallback), max_profit=0.71%, current_profit=-1.20%"
2026-01-13,SELL,0.954809,14400,13749.249600000001,5.0,2.7503999999991535,145.85646450421137,63749.55493692202,0,63749.55493692202,"sell_count=3, clear_position, close=0.9550, execution_base=0.9550(daily_close_fallback), max_profit=3.57%, current_profit=1.13%"
2026-01-16,BUY,0.9831966,32500,31953.889499999997,9.586166849999998,6.389499999999715,0.0,31786.07927007202,32500,63733.57927007202,"buy_count=1, target_position=50%, close=0.9830, execution_base=0.9830(mootdx_1m 15:00), empty position, previous 2 days rising plus today rising and MA5>MA10>MA20"
2026-01-22,BUY,0.9861972,22600,22288.05672,6.686417015999999,4.456720000000192,0.0,9491.336133056018,55100,63819.93613305602,"buy_count=2, target_position=85%, close=0.9860, execution_base=0.9860(mootdx_1m 15:00), position>=50%, close above latest buy price and MA5>MA10>MA20>MA60"
2026-02-02,SELL,0.954809,55100,52609.9759,15.782992769999998,10.52409999999676,-1664.0258966359927,62085.52904028601,0,62085.52904028601,"stop_loss=3%, clear_position, close=0.9550, execution_base=0.9550(mootdx_1m 15:00), max_profit=0.00%, current_profit=-3.02%"
2026-04-14,BUY,1.0232046,30400,31105.41984,9.331625952,6.2198399999999765,0.0,30970.777574334013,30400,62069.977574334014,"buy_count=1, target_position=50%, close=1.0230, execution_base=1.0230(mootdx_1m 15:00), empty position, previous 2 days rising plus today rising and MA5>MA10>MA20"
2026-04-17,BUY,1.0612122,20300,21542.607659999998,6.462782297999999,4.307659999999913,0.0,9421.707132036016,50700,63214.40713203601,"buy_count=2, target_position=85%, close=1.0610, execution_base=1.0610(mootdx_1m 15:00), position>=50%, close above latest buy price and MA5>MA10>MA20>MA60"
2026-04-20,BUY,1.0692138,8800,9409.08144,5.0,1.8814400000003673,0.0,7.625692036015607,59500,63613.12569203602,"buy_count=3, target_position=100%, close=1.0690, execution_base=1.0690(mootdx_1m 15:00), position>=85%, close above latest buy price and MA5>MA10>MA20>MA60"
2026-04-23,SELL,1.0807838,29700,32099.278860000002,9.629783658,6.4211399999966945,1102.8637075516665,32097.274768378018,29800,64311.07476837802,"sell_count=1, sell_half, close=1.0810, execution_base=1.0810(mootdx_1m 15:00), max_profit=4.76%, current_profit=3.61%"
2026-04-24,SELL,1.0717856000000001,14900,15969.605440000001,5.0,3.1945599999992247,419.04645027016994,48061.88020837802,14900,64034.68020837802,"sell_count=2, sell_half, close=1.0720, execution_base=1.0720(mootdx_1m 15:00), max_profit=3.61%, current_profit=2.75%"
2026-04-28,SELL,1.0617876000000002,14900,15820.635240000003,5.0,3.1647599999983678,270.0762502701707,63877.51544837802,0,63877.51544837802,"sell_count=3, clear_position, close=1.0620, execution_base=1.0620(mootdx_1m 15:00), max_profit=3.61%, current_profit=1.79%"
2026-05-06,BUY,1.1472294,27900,32007.70026,9.602310078,6.40026000000129,0.0,31860.21287830002,27900,63861.51287830002,"buy_count=1, target_position=50%, close=1.1470, execution_base=1.1470(mootdx_1m 15:00), empty position, previous 2 days rising plus today rising and MA5>MA10>MA20"
2026-05-07,BUY,1.1682336,19000,22196.4384,6.658931519999999,4.438400000001064,0.0,9657.11554678002,46900,64436.31554678002,"buy_count=2, target_position=85%, close=1.1680, execution_base=1.1680(mootdx_1m 15:00), position>=50%, close above latest buy price and MA5>MA10>MA20>MA60"
2026-05-11,BUY,1.2032406,8000,9625.9248,5.0,1.9247999999993937,0.0,26.190746780019253,54900,66070.89074678002,"buy_count=3, target_position=100%, close=1.2030, execution_base=1.2030(mootdx_1m 15:00), position>=85%, close above latest buy price and MA5>MA10>MA20>MA60"
2026-05-14,SELL,1.2337532,27400,33804.83768,10.141451303999999,6.762319999999766,1927.1862683356076,33820.886975476016,27500,67755.88697547602,"sell_count=1, sell_half, close=1.2340, execution_base=1.2340(mootdx_1m 15:00), max_profit=8.25%, current_profit=6.10%"
2026-05-19,BUY,1.2342468,19200,23697.53856,7.109261568,4.738559999999836,0.0,10116.239153908016,46700,67744.03915390802,"buy_count=4, target_position=85%, close=1.2340, execution_base=1.2340(mootdx_1m 15:00), position>=50%, close above latest buy price and MA5>MA10>MA20>MA60"
2026-05-20,BUY,1.255251,8000,10042.008,5.0,2.0080000000000098,0.0,69.2311539080165,54700,68717.73115390801,"buy_count=5, target_position=100%, close=1.2550, execution_base=1.2550(mootdx_1m 15:00), position>=85%, close above latest buy price and MA5>MA10>MA20>MA60"
2026-05-29,SELL,1.3087382,27300,35728.55286,10.718565858,7.147139999996388,2910.1862801640577,35787.06544805002,27400,71653.66544805001,"sell_count=1, sell_half, close=1.3090, execution_base=1.3090(mootdx_1m 15:00), max_profit=12.50%, current_profit=8.92%"
2026-06-01,SELL,1.2577484,13700,17231.15308,5.169345924,3.446919999998732,762.0724596621612,53013.04918212602,13700,70247.64918212601,"sell_count=2, sell_half, close=1.2580, execution_base=1.2580(mootdx_1m 15:00), max_profit=8.92%, current_profit=4.68%"
2026-06-05,SELL,1.2757448,13700,17477.70376,5.243311127999999,3.4962400000001503,1008.5491744581601,70485.50963099801,0,70485.50963099801,"sell_count=3, clear_position, close=1.2760, execution_base=1.2760(mootdx_1m 15:00), max_profit=11.75%, current_profit=6.18%"
