trade_date,side,price,quantity,gross_amount,fee,slippage_cost,realized_pnl,cash,position,equity,note
2025-02-07,BUY,0.5841168,42700,24941.78736,7.482536207999999,4.987360000001195,0.0,25050.730103792,42700,49987.530103792,"buy_count=1, cash_ratio=50%, close=0.5840, previous 2 days rising plus today rising and MA5>MA10>MA20"
2025-02-11,SELL,0.5828833999999999,21300,12415.41642,5.0,2.4835800000004737,-35.00392635199989,37461.146523792,21400,49937.346523791995,"sell_count=1, sell_half, close=0.5830, max_profit=0.81%, current_profit=-0.22%"
2025-02-13,SELL,0.579884,10700,6204.7588,5.0,1.2412000000000534,-52.165974927999784,43660.905323792,10700,49866.905323792,"sell_count=2, sell_half, close=0.5800, max_profit=1.15%, current_profit=-0.73%"
2025-02-18,SELL,0.5838831999999999,10700,6247.55024,5.0,1.2497600000002995,-9.374534927999996,49903.455563792,0,49903.455563792,"sell_count=3, clear_position, close=0.5840, max_profit=1.49%, current_profit=-0.05%"
2025-05-07,BUY,0.5451090000000001,45700,24911.481300000003,7.47344439,4.981300000001177,0.0,24984.500819401994,45700,49891.000819402,"buy_count=1, cash_ratio=50%, close=0.5450, previous 2 days rising plus today rising and MA5>MA10>MA20"
2025-05-09,SELL,0.5438912,22800,12400.719360000001,5.0,2.480640000000456,-36.49438556000162,37380.22017940199,22900,49837.82017940199,"sell_count=1, sell_half, close=0.5440, max_profit=1.23%, current_profit=-0.23%"
2025-05-15,SELL,0.5468906,11400,6234.55284,5.0,1.2471600000004246,13.445967219999027,43609.773019402,11500,49900.273019402,"sell_count=2, sell_half, close=0.5470, max_profit=2.15%, current_profit=0.32%"
2025-05-16,SELL,0.544891,11500,6266.2465,5.0,1.253500000000296,-9.38762605000087,49871.019519402,0,49871.019519402,"sell_count=3, clear_position, close=0.5450, max_profit=0.32%, current_profit=-0.05%"
2025-06-25,BUY,0.560112,44500,24924.984000000004,7.477495200000001,4.984000000000044,0.0,24938.558024201993,44500,49858.55802420199,"buy_count=1, cash_ratio=50%, close=0.5600, previous 2 days rising plus today rising and MA5>MA10>MA20"
2025-06-27,BUY,0.5631126,30900,17400.17934,5.220053801999999,3.4793400000005636,0.0,7533.158630399994,75400,49983.35863039999,"buy_count=2, cash_ratio=70%, close=0.5630, close above buy #1 price and MA5>MA10>MA20>MA60"
2025-06-30,BUY,0.5721143999999999,13100,7494.698639999999,5.0,1.4986399999994626,0.0,33.45999039999515,88500,50655.45999039999,"buy_count=3, cash_ratio=100%, close=0.5720, close above buy #2 price and MA5>MA10>MA20>MA60"
2025-07-02,SELL,0.559888,44200,24747.049600000002,7.42411488,4.950400000000044,-150.9974660877741,24773.085475519998,44300,49581.08547552,"sell_count=1, sell_half, close=0.5600, max_profit=0.86%, current_profit=-0.56%"
2025-07-04,SELL,0.5648869999999999,22100,12484.002699999997,5.0,2.4973000000006573,33.69122439610996,37252.088175519995,22200,49795.088175519995,"sell_count=2, sell_half, close=0.5650, max_profit=0.69%, current_profit=0.33%"
2025-07-07,SELL,0.5578884000000001,22200,12385.122480000002,5.0,2.4775199999997666,-121.50262219032976,49632.21065552,0,49632.21065552,"sell_count=3, clear_position, close=0.5580, max_profit=0.33%, current_profit=-0.91%"
2025-07-21,BUY,0.6041208,41000,24768.9528,7.430685839999999,4.952800000001312,0.0,24855.82716968,41000,49619.82716968,"buy_count=1, cash_ratio=50%, close=0.6040, previous 2 days rising plus today rising and MA5>MA10>MA20"
2025-07-22,BUY,0.6061211999999999,28600,17335.066319999998,5.2005198959999985,3.4663199999980687,0.0,7515.5603297840025,69600,49693.160329784005,"buy_count=2, cash_ratio=70%, close=0.6060, close above buy #1 price and MA5>MA10>MA20>MA60"
2025-07-23,BUY,0.6071213999999999,12300,7467.593219999999,5.0,1.4932199999992402,0.0,42.967109784003696,81900,49756.267109784,"buy_count=3, cash_ratio=100%, close=0.6070, close above buy #2 price and MA5>MA10>MA20>MA60"
2025-07-30,SELL,0.629874,40900,25761.8466,7.728553979999999,5.153399999998342,989.7705366109383,25797.085155804005,41000,51627.085155804,"sell_count=1, sell_half, close=0.6300, max_profit=5.70%, current_profit=4.05%"
2025-07-31,SELL,0.6218756,20500,12748.4498,5.0,2.550200000000502,331.0017818365324,38540.534955804,20500,51291.534955804,"sell_count=2, sell_half, close=0.6220, max_profit=4.05%, current_profit=2.73%"
2025-08-01,SELL,0.6168766,20500,12645.970299999999,5.0,2.5296999999999126,228.5222818365329,51181.505255804004,0,51181.505255804004,"sell_count=3, clear_position, close=0.6170, max_profit=2.73%, current_profit=1.90%"
2025-08-13,BUY,0.6631326000000001,38500,25530.605100000004,7.659181530000001,5.105100000001473,0.0,25643.240974274,38500,51168.740974274,"buy_count=1, cash_ratio=50%, close=0.6630, previous 2 days rising plus today rising and MA5>MA10>MA20"
2025-08-14,BUY,0.6641328,27000,17931.5856,5.379475679999999,3.5855999999981902,0.0,7706.275898593998,65500,51198.275898594,"buy_count=2, cash_ratio=70%, close=0.6640, close above buy #1 price and MA5>MA10>MA20>MA60"
2025-08-15,BUY,0.6741348,11400,7685.13672,5.0,1.5367199999998915,0.0,16.139178593997713,76900,51846.739178594005,"buy_count=3, cash_ratio=100%, close=0.6740, close above buy #2 price and MA5>MA10>MA20>MA60"
2025-09-04,SELL,0.7828434000000001,38400,30061.186560000002,9.018355968,6.013439999998127,4502.752633617645,30068.307382626,38500,60213.807382626,"sell_count=1, sell_half, close=0.7830, max_profit=28.95%, current_profit=17.68%"
2025-10-14,SELL,0.854829,19200,16412.7168,5.0,3.283200000000619,3633.00901479282,46476.024182626,19300,62977.524182626,"sell_count=2, sell_half, close=0.8550, max_profit=43.38%, current_profit=28.50%"
2025-11-04,SELL,0.9088182,19300,17540.19126,5.262057378,3.508740000000188,4693.686481033535,64010.953385248,0,64010.953385248,"sell_count=3, clear_position, close=0.9090, max_profit=47.59%, current_profit=36.62%"
2025-12-08,BUY,0.935187,34200,31983.3954,9.59501862,6.395399999997853,0.0,32017.962966628,34200,63994.96296662801,"buy_count=1, cash_ratio=50%, close=0.9350, previous 2 days rising plus today rising and MA5>MA10>MA20"
2025-12-11,SELL,0.9268146,17100,15848.52966,5.0,3.170340000000038,-152.965549309999,47861.492626628,17100,63713.192626628006,"sell_count=1, sell_half, close=0.9270, max_profit=1.34%, current_profit=-0.91%"
2025-12-23,BUY,0.9411881999999999,35500,33412.181099999994,10.023654329999998,6.681099999998996,0.0,14439.28787229801,52600,63935.88787229801,"buy_count=2, cash_ratio=70%, close=0.9410, close above buy #1 price and MA5>MA10>MA20>MA60"
2025-12-24,BUY,0.9481896,15200,14412.48192,5.0,2.881920000000182,0.0,21.805952298009288,67800,64296.205952298005,"buy_count=3, cash_ratio=100%, close=0.9480, close above buy #2 price and MA5>MA10>MA20>MA60"
2025-12-26,SELL,0.9428114,33900,31961.30646,9.588391938,6.393539999999431,33.62712624200431,31973.52402036001,33900,63941.22402036001,"sell_count=1, sell_half, close=0.9430, max_profit=0.37%, current_profit=0.16%"
2025-12-29,SELL,0.9418116,16900,15916.616039999999,5.0,3.1839599999996193,-0.3526006123281533,47885.14006036001,17000,63899.14006036001,"sell_count=2, sell_half, close=0.9420, max_profit=0.16%, current_profit=0.05%"
2025-12-31,SELL,0.9328134000000001,17000,15857.827800000003,5.0,3.172199999998737,-153.29450120766475,63737.96786036002,0,63737.96786036002,"sell_count=3, clear_position, close=0.9330, max_profit=1.01%, current_profit=-0.91%"
2026-01-07,BUY,0.9721943999999999,32700,31790.756879999997,9.537227063999998,6.356879999997645,0.0,31937.67375329602,32700,63722.07375329602,"buy_count=1, cash_ratio=50%, close=0.9720, previous 2 days rising plus today rising and MA5>MA10>MA20"
2026-01-12,BUY,0.9781955999999999,22800,22302.859679999998,6.690857903999999,4.459679999999144,0.0,9628.123215392025,55500,63907.12321539203,"buy_count=2, cash_ratio=70%, close=0.9780, close above buy #1 price and MA5>MA10>MA20>MA60"
2026-01-16,BUY,0.9831966,9700,9537.00702,5.0,1.907019999999915,0.0,86.11619539202547,65200,64177.71619539202,"buy_count=3, cash_ratio=100%, close=0.9830, close above buy #2 price and MA5>MA10>MA20>MA60"
2026-01-20,SELL,0.9558088,32600,31159.36688,9.347810063999999,6.233119999998271,-675.9067625479931,31236.135265328026,32600,62401.735265328025,"sell_count=1, sell_half, close=0.9560, max_profit=0.18%, current_profit=-2.07%"
2026-01-23,SELL,0.9778044,16300,15938.211720000001,5.0,3.1882799999993883,20.24880375800351,47169.346985328026,16300,63110.74698532803,"sell_count=2, sell_half, close=0.9780, max_profit=1.00%, current_profit=0.18%"
