trade_date,side,price,quantity,gross_amount,fee,slippage_cost,realized_pnl,cash,position,equity,note
2026-01-07,BUY,0.9721943999999999,25700,24985.39608,7.495618823999999,4.996079999998148,0.0,25007.108301176002,25700,49987.508301176,"buy_count=1, cash_ratio=50%, close=0.9720, previous 2 days rising plus today rising and MA5>MA10>MA20"
2026-01-12,BUY,0.9781955999999999,17800,17411.88168,5.223564503999999,3.481679999999332,0.0,7590.003056672005,43500,50133.00305667201,"buy_count=2, cash_ratio=70%, close=0.9780, close above buy #1 price and MA5>MA10>MA20>MA60"
2026-01-16,BUY,0.9831966,7700,7570.61382,5.0,1.5138199999999324,0.0,14.389236672005609,51200,50343.989236672,"buy_count=3, cash_ratio=100%, close=0.9830, close above buy #2 price and MA5>MA10>MA20>MA60"
2026-01-20,SELL,0.9558088,25600,24468.705280000002,7.340611584,4.894719999998642,-531.4407132479956,24475.753905088008,25600,48949.353905088006,"sell_count=1, sell_half, close=0.9560, max_profit=0.18%, current_profit=-2.08%"
2026-01-21,SELL,0.974805,12800,12477.504,5.0,2.495999999999299,-23.898690831997556,36948.25790508801,12800,49428.25790508801,"sell_count=2, sell_half, close=0.9750, max_profit=0.18%, current_profit=-0.13%"
2026-01-23,SELL,0.9778044,12800,12515.89632,5.0,2.5036799999995196,14.493629168002258,49459.15422508801,0,49459.15422508801,"sell_count=3, clear_position, close=0.9780, max_profit=1.00%, current_profit=0.18%"
2026-04-14,BUY,1.0232046,24100,24659.230859999996,7.3977692579999985,4.930859999999981,0.0,24792.52559583001,24100,49446.825595830014,"buy_count=1, cash_ratio=50%, close=1.0230, previous 2 days rising plus today rising and MA5>MA10>MA20"
2026-04-17,BUY,1.0612122,16300,17297.758859999998,5.189327657999999,3.4588599999999303,0.0,7489.577408172012,40400,50353.97740817201,"buy_count=2, cash_ratio=70%, close=1.0610, close above buy #1 price and MA5>MA10>MA20>MA60"
2026-04-20,BUY,1.0692138,7000,7484.4966,5.0,1.4966000000002921,0.0,0.08080817201152968,47400,50670.68080817201,"buy_count=3, cash_ratio=100%, close=1.0690, close above buy #2 price and MA5>MA10>MA20>MA60"
2026-04-23,SELL,1.0807838,23700,25614.576060000003,7.684372818,5.123939999997362,877.3549787240001,25606.972495354014,23700,51226.67249535401,"sell_count=1, sell_half, close=1.0810, max_profit=4.75%, current_profit=3.60%"
2026-04-24,SELL,1.0717856000000001,11800,12647.070080000001,5.0,2.529919999999386,329.47374414327487,38249.04257535402,11900,51005.84257535402,"sell_count=2, sell_half, close=1.0720, max_profit=4.75%, current_profit=2.74%"
2026-04-27,SELL,1.0807838,11900,12861.327220000001,5.0,2.5727799999986756,439.3868473987259,51105.36979535402,0,51105.36979535402,"sell_count=3, clear_position, close=1.0810, max_profit=4.75%, current_profit=3.60%"
2026-05-06,BUY,1.1472294,22200,25468.492680000003,7.6405478040000006,5.092680000001026,0.0,25629.236567550015,22200,51092.63656755001,"buy_count=1, cash_ratio=50%, close=1.1470, previous 2 days rising plus today rising and MA5>MA10>MA20"
2026-05-07,BUY,1.1682336,15300,17873.97408,5.362192223999999,3.5740800000008566,0.0,7749.900295326013,37500,51549.90029532601,"buy_count=2, cash_ratio=70%, close=1.1680, close above buy #1 price and MA5>MA10>MA20>MA60"
2026-05-11,BUY,1.2032406,6400,7700.73984,5.0,1.539839999999515,0.0,44.16045532601311,43900,52855.860455326016,"buy_count=3, cash_ratio=100%, close=1.2030, close above buy #2 price and MA5>MA10>MA20>MA60"
2026-05-14,SELL,1.2337532,21900,27019.19508,8.105758524,5.404919999999813,1538.6409263367436,27055.24977680201,22000,54203.24977680201,"sell_count=1, sell_half, close=1.2340, max_profit=8.24%, current_profit=6.09%"
2026-05-15,SELL,1.2227554,11000,13450.3094,5.0,2.6906000000004315,650.9289275556253,40500.55917680201,11000,53953.55917680201,"sell_count=2, sell_half, close=1.2230, max_profit=8.24%, current_profit=5.15%"
2026-05-18,SELL,1.2207558,11000,13428.3138,5.0,2.686200000000305,628.9333275556254,53923.87297680201,0,53923.87297680201,"sell_count=3, clear_position, close=1.2210, max_profit=8.24%, current_profit=4.98%"
2026-05-26,BUY,1.3242648000000001,20300,26882.575440000004,8.064772632,5.375440000001319,0.0,27033.23276417001,20300,53910.43276417001,"buy_count=1, cash_ratio=50%, close=1.3240, previous 2 days rising plus today rising and MA5>MA10>MA20"
2026-05-28,BUY,1.3522704,13900,18796.55856,5.638967568,3.758560000000055,0.0,8231.035236602009,34200,54469.43523660201,"buy_count=2, cash_ratio=70%, close=1.3520, close above buy #1 price and MA5>MA10>MA20>MA60"
2026-06-04,SELL,1.3367326,17100,22858.12746,6.857438237999999,4.572540000000491,4.851151661997812,31082.30525836401,17100,53945.005258364006,"sell_count=1, sell_half, close=1.3370, max_profit=0.52%, current_profit=0.07%"
2026-06-05,SELL,1.2757448,8500,10843.8308,5.0,2.1692000000000933,-517.5762406929829,41921.136058364005,8600,52894.736058364004,"sell_count=2, sell_half, close=1.2760, max_profit=0.52%, current_profit=-4.49%"
2026-06-08,SELL,1.2237552,8600,10524.29472,5.0,2.105279999999432,-970.7171094070177,52440.430778364,0,52440.430778364,"sell_count=3, clear_position, close=1.2240, max_profit=0.52%, current_profit=-8.39%"
